,date,volume
1653,2021-11-05 05:15:16+00:00,17
1652,2021-11-05 05:15:19+00:00,18
1651,2021-11-05 05:15:24+00:00,18
1650,2021-11-05 05:15:25+00:00,19
1649,2021-11-05 05:15:28+00:00,20
1648,2021-11-05 05:15:30+00:00,19
1647,2021-11-05 05:15:31+00:00,20
1646,2021-11-05 05:15:34+00:00,21
1645,2021-11-05 05:15:38+00:00,22
1644,2021-11-05 05:15:39+00:00,23
1643,2021-11-05 05:15:44+00:00,24
1642,2021-11-05 05:15:45+00:00,24
1641,2021-11-05 05:15:48+00:00,26
1640,2021-11-05 05:15:52+00:00,26
1639,2021-11-05 05:15:54+00:00,26
1638,2021-11-05 05:15:59+00:00,26
1637,2021-11-05 05:16:01+00:00,25
1636,2021-11-05 05:16:02+00:00,25
1635,2021-11-05 05:16:19+00:00,20
1634,2021-11-05 05:16:22+00:00,20
1633,2021-11-05 05:16:33+00:00,16
1632,2021-11-05 05:16:37+00:00,16
1631,2021-11-05 05:16:41+00:00,14
1630,2021-11-05 05:16:44+00:00,15
1629,2021-11-05 05:17:01+00:00,9
1628,2021-11-05 05:17:04+00:00,8
1627,2021-11-05 05:17:12+00:00,9
1626,2021-11-05 05:17:19+00:00,11
1625,2021-11-05 05:17:22+00:00,11
1624,2021-11-05 05:17:29+00:00,11
1623,2021-11-05 05:17:36+00:00,11
1622,2021-11-05 05:17:37+00:00,12
1621,2021-11-05 05:17:38+00:00,13
1620,2021-11-05 05:17:40+00:00,14
1619,2021-11-05 05:17:42+00:00,14
1618,2021-11-05 05:17:46+00:00,14
1617,2021-11-05 05:17:56+00:00,15
1616,2021-11-05 05:17:58+00:00,16
1615,2021-11-05 05:18:06+00:00,15
1614,2021-11-05 05:18:10+00:00,16
1613,2021-11-05 05:18:16+00:00,15
1612,2021-11-05 05:18:21+00:00,15
1611,2021-11-05 05:18:25+00:00,15
1610,2021-11-05 05:18:27+00:00,16
1609,2021-11-05 05:18:33+00:00,17
1608,2021-11-05 05:18:41+00:00,13
1607,2021-11-05 05:18:47+00:00,12
1606,2021-11-05 05:18:49+00:00,13
1605,2021-11-05 05:18:53+00:00,14
1604,2021-11-05 05:18:54+00:00,16
1603,2021-11-05 05:18:56+00:00,17
1602,2021-11-05 05:18:57+00:00,17
1601,2021-11-05 05:19:02+00:00,17
1600,2021-11-05 05:19:03+00:00,18
1599,2021-11-05 05:19:14+00:00,17
1598,2021-11-05 05:19:17+00:00,17
1597,2021-11-05 05:19:21+00:00,18
1596,2021-11-05 05:19:27+00:00,17
1595,2021-11-05 05:19:29+00:00,16
1594,2021-11-05 05:19:31+00:00,17
1593,2021-11-05 05:19:47+00:00,16
1592,2021-11-05 05:19:54+00:00,13
1591,2021-11-05 05:19:55+00:00,13
1590,2021-11-05 05:19:56+00:00,14
1589,2021-11-05 05:20:01+00:00,13
1588,2021-11-05 05:20:02+00:00,14
1587,2021-11-05 05:20:04+00:00,13
1586,2021-11-05 05:20:05+00:00,15
1585,2021-11-05 05:20:09+00:00,16
1584,2021-11-05 05:20:16+00:00,16
1583,2021-11-05 05:20:21+00:00,16
1582,2021-11-05 05:20:24+00:00,16
1581,2021-11-05 05:20:28+00:00,16
1580,2021-11-05 05:20:30+00:00,16
1579,2021-11-05 05:20:36+00:00,16
1578,2021-11-05 05:20:37+00:00,17
1577,2021-11-05 05:20:43+00:00,18
1576,2021-11-05 05:20:45+00:00,19
1575,2021-11-05 05:20:46+00:00,20
1574,2021-11-05 05:21:14+00:00,11
1573,2021-11-05 05:21:17+00:00,11
1572,2021-11-05 05:21:18+00:00,12
1571,2021-11-05 05:21:19+00:00,13
1570,2021-11-05 05:21:26+00:00,12
1569,2021-11-05 05:21:32+00:00,12
1568,2021-11-05 05:21:49+00:00,8
1567,2021-11-05 05:21:53+00:00,9
1566,2021-11-05 05:21:58+00:00,10
1565,2021-11-05 05:21:59+00:00,11
1564,2021-11-05 05:22:05+00:00,12
1563,2021-11-05 05:22:23+00:00,10
1562,2021-11-05 05:22:28+00:00,9
1561,2021-11-05 05:22:29+00:00,10
1560,2021-11-05 05:22:32+00:00,11
1559,2021-11-05 05:22:38+00:00,11
1558,2021-11-05 05:22:42+00:00,12
1557,2021-11-05 05:22:45+00:00,13
1556,2021-11-05 05:22:46+00:00,14
1555,2021-11-05 05:22:47+00:00,15
1554,2021-11-05 05:22:56+00:00,14
1553,2021-11-05 05:22:59+00:00,14
1552,2021-11-05 05:23:03+00:00,14
1551,2021-11-05 05:23:13+00:00,13
1550,2021-11-05 05:23:16+00:00,14
1549,2021-11-05 05:23:21+00:00,15
1548,2021-11-05 05:23:25+00:00,15
1547,2021-11-05 05:23:28+00:00,16
1546,2021-11-05 05:23:30+00:00,15
1545,2021-11-05 05:23:36+00:00,15
1544,2021-11-05 05:23:40+00:00,15
1543,2021-11-05 05:23:49+00:00,12
1542,2021-11-05 05:23:51+00:00,13
1541,2021-11-05 05:23:54+00:00,14
1540,2021-11-05 05:23:55+00:00,15
1539,2021-11-05 05:23:56+00:00,16
1538,2021-11-05 05:23:59+00:00,16
1537,2021-11-05 05:24:06+00:00,15
1536,2021-11-05 05:24:11+00:00,16
1535,2021-11-05 05:24:14+00:00,16
1534,2021-11-05 05:24:15+00:00,17
1533,2021-11-05 05:24:22+00:00,16
1532,2021-11-05 05:24:26+00:00,17
1531,2021-11-05 05:24:30+00:00,17
1530,2021-11-05 05:24:31+00:00,17
1529,2021-11-05 05:24:46+00:00,16
1528,2021-11-05 05:24:52+00:00,15
1527,2021-11-05 05:25:01+00:00,12
1526,2021-11-05 05:25:04+00:00,13
1525,2021-11-05 05:25:11+00:00,13
1524,2021-11-05 05:25:18+00:00,11
1523,2021-11-05 05:25:19+00:00,12
1522,2021-11-05 05:25:34+00:00,8
1521,2021-11-05 05:25:36+00:00,9
1520,2021-11-05 05:25:38+00:00,10
1519,2021-11-05 05:25:43+00:00,11
1518,2021-11-05 05:25:45+00:00,12
1517,2021-11-05 05:25:50+00:00,12
1516,2021-11-05 05:25:54+00:00,12
1515,2021-11-05 05:25:57+00:00,13
1514,2021-11-05 05:26:14+00:00,11
1513,2021-11-05 05:26:19+00:00,11
1512,2021-11-05 05:26:27+00:00,11
1511,2021-11-05 05:26:30+00:00,12
1510,2021-11-05 05:26:32+00:00,13
1509,2021-11-05 05:26:34+00:00,14
1508,2021-11-05 05:26:35+00:00,14
1507,2021-11-05 05:26:40+00:00,13
1506,2021-11-05 05:26:43+00:00,15
1505,2021-11-05 05:26:48+00:00,14
1504,2021-11-05 05:26:53+00:00,14
1503,2021-11-05 05:26:55+00:00,15
1502,2021-11-05 05:26:56+00:00,16
1501,2021-11-05 05:26:59+00:00,16
1500,2021-11-05 05:27:01+00:00,17
1499,2021-11-05 05:27:04+00:00,18
1498,2021-11-05 05:27:05+00:00,19
1497,2021-11-05 05:27:07+00:00,20
1496,2021-11-05 05:27:08+00:00,21
1495,2021-11-05 05:27:09+00:00,22
1494,2021-11-05 05:27:10+00:00,23
1493,2021-11-05 05:27:15+00:00,23
1492,2021-11-05 05:27:17+00:00,24
1491,2021-11-05 05:27:18+00:00,25
1490,2021-11-05 05:27:21+00:00,25
1489,2021-11-05 05:27:23+00:00,26
1488,2021-11-05 05:27:24+00:00,27
1487,2021-11-05 05:27:29+00:00,28
1486,2021-11-05 05:27:32+00:00,28
1485,2021-11-05 05:27:33+00:00,28
1484,2021-11-05 05:27:35+00:00,28
1483,2021-11-05 05:27:44+00:00,25
1482,2021-11-05 05:27:57+00:00,21
1481,2021-11-05 05:28:05+00:00,19
1480,2021-11-05 05:28:06+00:00,19
1479,2021-11-05 05:28:09+00:00,18
1478,2021-11-05 05:28:14+00:00,17
1477,2021-11-05 05:28:15+00:00,18
1476,2021-11-05 05:28:26+00:00,12
1475,2021-11-05 05:28:27+00:00,13
1474,2021-11-05 05:28:35+00:00,12
1473,2021-11-05 05:28:38+00:00,12
1472,2021-11-05 05:28:39+00:00,13
1471,2021-11-05 05:28:43+00:00,14
1470,2021-11-05 05:28:50+00:00,14
1469,2021-11-05 05:28:55+00:00,15
1468,2021-11-05 05:29:02+00:00,15
1467,2021-11-05 05:29:03+00:00,16
1466,2021-11-05 05:29:04+00:00,17
1465,2021-11-05 05:29:12+00:00,15
1464,2021-11-05 05:29:19+00:00,14
1463,2021-11-05 05:29:24+00:00,15
1462,2021-11-05 05:29:28+00:00,13
1461,2021-11-05 05:29:30+00:00,14
1460,2021-11-05 05:29:35+00:00,16
1459,2021-11-05 05:29:47+00:00,13
1458,2021-11-05 05:29:49+00:00,14
1457,2021-11-05 05:29:54+00:00,14
1456,2021-11-05 05:29:56+00:00,14
1455,2021-11-05 05:29:57+00:00,15
1454,2021-11-05 05:30:00+00:00,16
1453,2021-11-05 05:30:07+00:00,14
1452,2021-11-05 05:30:12+00:00,15
1451,2021-11-05 05:30:14+00:00,15
1450,2021-11-05 05:30:15+00:00,16
1449,2021-11-05 05:30:17+00:00,17
1448,2021-11-05 05:30:21+00:00,17
1447,2021-11-05 05:30:27+00:00,17
1446,2021-11-05 05:30:28+00:00,18
1445,2021-11-05 05:30:29+00:00,19
1444,2021-11-05 05:30:40+00:00,17
1443,2021-11-05 05:30:43+00:00,19
1442,2021-11-05 05:30:46+00:00,20
1441,2021-11-05 05:30:48+00:00,20
1440,2021-11-05 05:30:49+00:00,21
1439,2021-11-05 05:31:02+00:00,17
1438,2021-11-05 05:31:06+00:00,18
1437,2021-11-05 05:31:25+00:00,13
1436,2021-11-05 05:31:29+00:00,11
1435,2021-11-05 05:31:32+00:00,12
1434,2021-11-05 05:31:33+00:00,13
1433,2021-11-05 05:31:34+00:00,15
1432,2021-11-05 05:31:37+00:00,16
1431,2021-11-05 05:31:43+00:00,15
1430,2021-11-05 05:31:47+00:00,14
1429,2021-11-05 05:32:04+00:00,12
1428,2021-11-05 05:32:17+00:00,12
1427,2021-11-05 05:32:20+00:00,13
1426,2021-11-05 05:32:21+00:00,14
1425,2021-11-05 05:32:22+00:00,15
1424,2021-11-05 05:32:25+00:00,16
1423,2021-11-05 05:32:27+00:00,16
1422,2021-11-05 05:32:29+00:00,17
1421,2021-11-05 05:32:30+00:00,16
1420,2021-11-05 05:32:34+00:00,14
1419,2021-11-05 05:32:35+00:00,14
1418,2021-11-05 05:32:39+00:00,14
1417,2021-11-05 05:32:40+00:00,15
1416,2021-11-05 05:32:42+00:00,16
1415,2021-11-05 05:32:46+00:00,16
1414,2021-11-05 05:32:49+00:00,16
1413,2021-11-05 05:32:54+00:00,17
1412,2021-11-05 05:32:56+00:00,19
1411,2021-11-05 05:33:01+00:00,21
1410,2021-11-05 05:33:09+00:00,21
1409,2021-11-05 05:33:11+00:00,22
1408,2021-11-05 05:33:14+00:00,23
1407,2021-11-05 05:33:24+00:00,20
1406,2021-11-05 05:33:28+00:00,19
1405,2021-11-05 05:33:29+00:00,21
1404,2021-11-05 05:33:30+00:00,21
1403,2021-11-05 05:33:38+00:00,19
1402,2021-11-05 05:33:40+00:00,19
1401,2021-11-05 05:33:48+00:00,17
1400,2021-11-05 05:33:49+00:00,18
1399,2021-11-05 05:33:53+00:00,18
1398,2021-11-05 05:33:54+00:00,19
1397,2021-11-05 05:33:56+00:00,19
1396,2021-11-05 05:33:59+00:00,17
1395,2021-11-05 05:34:06+00:00,17
1394,2021-11-05 05:34:13+00:00,16
1393,2021-11-05 05:34:19+00:00,17
1392,2021-11-05 05:34:22+00:00,18
1391,2021-11-05 05:34:23+00:00,19
1390,2021-11-05 05:34:24+00:00,20
1389,2021-11-05 05:34:26+00:00,20
1388,2021-11-05 05:34:27+00:00,21
1387,2021-11-05 05:34:31+00:00,18
1386,2021-11-05 05:34:35+00:00,19
1385,2021-11-05 05:34:39+00:00,19
1384,2021-11-05 05:34:42+00:00,19
1383,2021-11-05 05:34:50+00:00,18
1382,2021-11-05 05:34:51+00:00,19
1381,2021-11-05 05:34:58+00:00,17
1380,2021-11-05 05:34:59+00:00,18
1379,2021-11-05 05:35:01+00:00,18
1378,2021-11-05 05:35:03+00:00,19
1377,2021-11-05 05:35:07+00:00,19
1376,2021-11-05 05:35:16+00:00,19
1375,2021-11-05 05:35:17+00:00,20
1374,2021-11-05 05:35:18+00:00,21
1373,2021-11-05 05:35:25+00:00,17
1372,2021-11-05 05:35:34+00:00,15
1371,2021-11-05 05:35:43+00:00,13
1370,2021-11-05 05:35:44+00:00,14
1369,2021-11-05 05:35:45+00:00,15
1368,2021-11-05 05:35:47+00:00,16
1367,2021-11-05 05:35:49+00:00,17
1366,2021-11-05 05:35:57+00:00,16
1365,2021-11-05 05:36:00+00:00,15
1364,2021-11-05 05:36:01+00:00,16
1363,2021-11-05 05:36:03+00:00,16
1362,2021-11-05 05:36:04+00:00,16
1361,2021-11-05 05:36:08+00:00,16
1360,2021-11-05 05:36:10+00:00,17
1359,2021-11-05 05:36:25+00:00,15
1358,2021-11-05 05:36:26+00:00,16
1357,2021-11-05 05:36:27+00:00,17
1356,2021-11-05 05:36:30+00:00,18
1355,2021-11-05 05:36:32+00:00,19
1354,2021-11-05 05:36:33+00:00,20
1353,2021-11-05 05:36:42+00:00,20
1352,2021-11-05 05:36:49+00:00,17
1351,2021-11-05 05:36:50+00:00,17
1350,2021-11-05 05:36:55+00:00,18
1349,2021-11-05 05:37:01+00:00,17
1348,2021-11-05 05:37:05+00:00,15
1347,2021-11-05 05:37:10+00:00,15
1346,2021-11-05 05:37:17+00:00,16
1345,2021-11-05 05:37:18+00:00,17
1344,2021-11-05 05:37:36+00:00,11
1343,2021-11-05 05:37:52+00:00,9
1342,2021-11-05 05:37:55+00:00,10
1341,2021-11-05 05:37:58+00:00,10
1340,2021-11-05 05:38:02+00:00,10
1339,2021-11-05 05:38:12+00:00,8
1338,2021-11-05 05:38:16+00:00,9
1337,2021-11-05 05:38:27+00:00,8
1336,2021-11-05 05:38:29+00:00,9
1335,2021-11-05 05:38:32+00:00,10
1334,2021-11-05 05:38:37+00:00,10
1333,2021-11-05 05:38:50+00:00,11
1332,2021-11-05 05:38:59+00:00,10
1331,2021-11-05 05:39:04+00:00,10
1330,2021-11-05 05:39:19+00:00,9
1329,2021-11-05 05:39:22+00:00,11
1328,2021-11-05 05:39:28+00:00,11
1327,2021-11-05 05:39:31+00:00,11
1326,2021-11-05 05:39:34+00:00,12
1325,2021-11-05 05:39:35+00:00,13
1324,2021-11-05 05:39:38+00:00,13
1323,2021-11-05 05:39:42+00:00,14
1322,2021-11-05 05:39:44+00:00,15
1321,2021-11-05 05:39:50+00:00,16
1320,2021-11-05 05:39:51+00:00,15
1319,2021-11-05 05:39:57+00:00,16
1318,2021-11-05 05:39:58+00:00,17
1317,2021-11-05 05:40:08+00:00,17
1316,2021-11-05 05:40:38+00:00,10
1315,2021-11-05 05:40:40+00:00,10
1314,2021-11-05 05:40:41+00:00,11
1313,2021-11-05 05:40:47+00:00,10
1312,2021-11-05 05:40:52+00:00,9
1311,2021-11-05 05:41:02+00:00,7
1310,2021-11-05 05:41:07+00:00,9
1309,2021-11-05 05:41:10+00:00,9
1308,2021-11-05 05:41:12+00:00,10
1307,2021-11-05 05:41:13+00:00,11
1306,2021-11-05 05:41:17+00:00,12
1305,2021-11-05 05:41:18+00:00,13
1304,2021-11-05 05:41:26+00:00,14
1303,2021-11-05 05:41:28+00:00,15
1302,2021-11-05 05:41:39+00:00,15
1301,2021-11-05 05:41:47+00:00,14
1300,2021-11-05 05:41:56+00:00,13
1299,2021-11-05 05:41:58+00:00,14
1298,2021-11-05 05:41:59+00:00,15
1297,2021-11-05 05:42:03+00:00,14
1296,2021-11-05 05:42:05+00:00,15
1295,2021-11-05 05:42:12+00:00,15
1294,2021-11-05 05:42:15+00:00,14
1293,2021-11-05 05:42:21+00:00,13
1292,2021-11-05 05:42:24+00:00,15
1291,2021-11-05 05:42:30+00:00,14
1290,2021-11-05 05:42:34+00:00,17
1289,2021-11-05 05:42:35+00:00,18
1288,2021-11-05 05:42:38+00:00,20
1287,2021-11-05 05:42:41+00:00,20
1286,2021-11-05 05:42:44+00:00,21
1285,2021-11-05 05:42:48+00:00,21
1284,2021-11-05 05:42:50+00:00,22
1283,2021-11-05 05:42:51+00:00,23
1282,2021-11-05 05:43:02+00:00,21
1281,2021-11-05 05:43:06+00:00,19
1280,2021-11-05 05:43:08+00:00,20
1279,2021-11-05 05:43:09+00:00,21
1278,2021-11-05 05:43:10+00:00,22
1277,2021-11-05 05:43:12+00:00,23
1276,2021-11-05 05:43:13+00:00,23
1275,2021-11-05 05:43:14+00:00,24
1274,2021-11-05 05:43:16+00:00,24
1273,2021-11-05 05:43:19+00:00,26
1272,2021-11-05 05:43:23+00:00,25
1271,2021-11-05 05:43:27+00:00,25
1270,2021-11-05 05:43:32+00:00,25
1269,2021-11-05 05:43:34+00:00,26
1268,2021-11-05 05:43:45+00:00,19
1267,2021-11-05 05:43:46+00:00,20
1266,2021-11-05 05:43:47+00:00,21
1265,2021-11-05 05:43:52+00:00,19
1264,2021-11-05 05:43:56+00:00,20
1263,2021-11-05 05:44:09+00:00,18
1262,2021-11-05 05:44:10+00:00,18
1261,2021-11-05 05:44:12+00:00,18
1260,2021-11-05 05:44:13+00:00,18
1259,2021-11-05 05:44:28+00:00,12
1258,2021-11-05 05:44:36+00:00,11
1257,2021-11-05 05:44:45+00:00,12
1256,2021-11-05 05:44:47+00:00,11
1255,2021-11-05 05:44:56+00:00,10
1254,2021-11-05 05:45:07+00:00,10
1253,2021-11-05 05:45:08+00:00,11
1252,2021-11-05 05:45:15+00:00,8
1251,2021-11-05 05:45:21+00:00,9
1250,2021-11-05 05:45:22+00:00,10
1249,2021-11-05 05:45:23+00:00,11
1248,2021-11-05 05:45:40+00:00,10
1247,2021-11-05 05:45:42+00:00,11
1246,2021-11-05 05:45:43+00:00,12
1245,2021-11-05 05:45:54+00:00,11
1244,2021-11-05 05:45:56+00:00,12
1243,2021-11-05 05:45:59+00:00,12
1242,2021-11-05 05:46:13+00:00,13
1241,2021-11-05 05:46:17+00:00,13
1240,2021-11-05 05:46:27+00:00,11
1239,2021-11-05 05:46:29+00:00,12
1238,2021-11-05 05:46:31+00:00,13
1237,2021-11-05 05:46:35+00:00,14
1236,2021-11-05 05:46:39+00:00,16
1235,2021-11-05 05:46:45+00:00,14
1234,2021-11-05 05:46:47+00:00,15
1233,2021-11-05 05:47:00+00:00,13
1232,2021-11-05 05:47:06+00:00,14
1231,2021-11-05 05:47:12+00:00,15
1230,2021-11-05 05:47:16+00:00,13
1229,2021-11-05 05:47:31+00:00,11
1228,2021-11-05 05:47:33+00:00,12
1227,2021-11-05 05:47:39+00:00,12
1226,2021-11-05 05:47:49+00:00,10
1225,2021-11-05 05:47:55+00:00,11
1224,2021-11-05 05:47:56+00:00,12
1223,2021-11-05 05:48:01+00:00,12
1222,2021-11-05 05:48:02+00:00,14
1221,2021-11-05 05:48:06+00:00,15
1220,2021-11-05 05:48:12+00:00,15
1219,2021-11-05 05:48:14+00:00,15
1218,2021-11-05 05:48:20+00:00,15
1217,2021-11-05 05:48:22+00:00,19
1216,2021-11-05 05:48:23+00:00,20
1215,2021-11-05 05:48:27+00:00,21
1214,2021-11-05 05:48:28+00:00,22
1213,2021-11-05 05:48:32+00:00,21
1212,2021-11-05 05:48:47+00:00,19
1211,2021-11-05 05:48:49+00:00,20
1210,2021-11-05 05:48:55+00:00,20
1209,2021-11-05 05:48:56+00:00,20
1208,2021-11-05 05:48:57+00:00,20
1207,2021-11-05 05:49:14+00:00,16
1206,2021-11-05 05:49:16+00:00,16
1205,2021-11-05 05:49:17+00:00,17
1204,2021-11-05 05:49:24+00:00,12
1203,2021-11-05 05:49:25+00:00,13
1202,2021-11-05 05:49:26+00:00,14
1201,2021-11-05 05:49:29+00:00,13
1200,2021-11-05 05:49:41+00:00,13
1199,2021-11-05 05:49:42+00:00,14
1198,2021-11-05 05:49:45+00:00,15
1197,2021-11-05 05:49:46+00:00,16
1196,2021-11-05 05:49:50+00:00,15
1195,2021-11-05 05:49:56+00:00,16
1194,2021-11-05 05:50:03+00:00,15
1193,2021-11-05 05:50:13+00:00,16
1192,2021-11-05 05:50:21+00:00,15
1191,2021-11-05 05:50:35+00:00,12
1190,2021-11-05 05:50:38+00:00,14
1189,2021-11-05 05:50:41+00:00,15
1188,2021-11-05 05:50:46+00:00,14
1187,2021-11-05 05:50:50+00:00,15
1186,2021-11-05 05:50:52+00:00,15
1185,2021-11-05 05:50:55+00:00,16
1184,2021-11-05 05:51:01+00:00,16
1183,2021-11-05 05:51:29+00:00,13
1182,2021-11-05 05:51:32+00:00,14
1181,2021-11-05 05:51:41+00:00,12
1180,2021-11-05 05:51:45+00:00,11
1179,2021-11-05 05:51:51+00:00,8
1178,2021-11-05 05:51:53+00:00,8
1177,2021-11-05 05:51:57+00:00,8
1176,2021-11-05 05:52:08+00:00,9
1175,2021-11-05 05:52:13+00:00,10
1174,2021-11-05 05:52:18+00:00,12
1173,2021-11-05 05:52:23+00:00,13
1172,2021-11-05 05:52:27+00:00,14
1171,2021-11-05 05:52:38+00:00,13
1170,2021-11-05 05:52:40+00:00,14
1169,2021-11-05 05:52:46+00:00,14
1168,2021-11-05 05:52:49+00:00,15
1167,2021-11-05 05:52:52+00:00,16
1166,2021-11-05 05:52:57+00:00,16
1165,2021-11-05 05:52:59+00:00,15
1164,2021-11-05 05:53:03+00:00,16
1163,2021-11-05 05:53:05+00:00,17
1162,2021-11-05 05:53:08+00:00,18
1161,2021-11-05 05:53:09+00:00,18
1160,2021-11-05 05:53:12+00:00,19
1159,2021-11-05 05:53:23+00:00,17
1158,2021-11-05 05:53:26+00:00,17
1157,2021-11-05 05:53:28+00:00,17
1156,2021-11-05 05:53:39+00:00,17
1155,2021-11-05 05:53:41+00:00,16
1154,2021-11-05 05:53:49+00:00,16
1153,2021-11-05 05:53:50+00:00,15
1152,2021-11-05 05:53:52+00:00,16
1151,2021-11-05 05:53:54+00:00,16
1150,2021-11-05 05:54:01+00:00,15
1149,2021-11-05 05:54:03+00:00,16
1148,2021-11-05 05:54:11+00:00,13
1147,2021-11-05 05:54:15+00:00,13
1146,2021-11-05 05:54:17+00:00,14
1145,2021-11-05 05:54:18+00:00,15
1144,2021-11-05 05:54:21+00:00,16
1143,2021-11-05 05:54:22+00:00,17
1142,2021-11-05 05:54:33+00:00,15
1141,2021-11-05 05:54:43+00:00,14
1140,2021-11-05 05:54:50+00:00,14
1139,2021-11-05 05:54:54+00:00,13
1138,2021-11-05 05:54:56+00:00,14
1137,2021-11-05 05:54:57+00:00,15
1136,2021-11-05 05:54:58+00:00,16
1135,2021-11-05 05:55:14+00:00,14
1134,2021-11-05 05:55:27+00:00,10
1133,2021-11-05 05:55:28+00:00,11
1132,2021-11-05 05:55:29+00:00,12
1131,2021-11-05 05:55:36+00:00,12
1130,2021-11-05 05:55:37+00:00,13
1129,2021-11-05 05:55:38+00:00,14
1128,2021-11-05 05:55:42+00:00,15
1127,2021-11-05 05:55:55+00:00,12
1126,2021-11-05 05:55:58+00:00,11
1125,2021-11-05 05:56:07+00:00,12
1124,2021-11-05 05:56:10+00:00,13
1123,2021-11-05 05:56:11+00:00,14
1122,2021-11-05 05:56:14+00:00,16
1121,2021-11-05 05:56:42+00:00,10
1120,2021-11-05 05:56:59+00:00,7
1119,2021-11-05 05:57:02+00:00,9
1118,2021-11-05 05:57:09+00:00,9
1117,2021-11-05 05:57:10+00:00,10
1116,2021-11-05 05:57:11+00:00,10
1115,2021-11-05 05:57:17+00:00,9
1114,2021-11-05 05:57:18+00:00,10
1113,2021-11-05 05:57:19+00:00,11
1112,2021-11-05 05:57:21+00:00,12
1111,2021-11-05 05:57:29+00:00,13
1110,2021-11-05 05:57:31+00:00,14
1109,2021-11-05 05:57:37+00:00,15
1108,2021-11-05 05:57:40+00:00,16
1107,2021-11-05 05:57:42+00:00,18
1106,2021-11-05 05:57:45+00:00,18
1105,2021-11-05 05:57:56+00:00,19
1104,2021-11-05 05:57:58+00:00,20
1103,2021-11-05 05:57:59+00:00,21
1102,2021-11-05 05:58:01+00:00,21
1101,2021-11-05 05:58:03+00:00,20
1100,2021-11-05 05:58:12+00:00,17
1099,2021-11-05 05:58:22+00:00,14
1098,2021-11-05 05:58:23+00:00,15
1097,2021-11-05 05:58:25+00:00,17
1096,2021-11-05 05:58:45+00:00,12
1095,2021-11-05 05:58:47+00:00,12
1094,2021-11-05 05:58:50+00:00,13
1093,2021-11-05 05:58:53+00:00,14
1092,2021-11-05 05:58:56+00:00,15
1091,2021-11-05 05:58:58+00:00,15
1090,2021-11-05 05:59:03+00:00,13
1089,2021-11-05 05:59:06+00:00,13
1088,2021-11-05 05:59:07+00:00,14
1087,2021-11-05 05:59:08+00:00,16
1086,2021-11-05 05:59:10+00:00,17
1085,2021-11-05 05:59:11+00:00,18
1084,2021-11-05 05:59:14+00:00,19
1083,2021-11-05 05:59:21+00:00,20
1082,2021-11-05 05:59:25+00:00,18
1081,2021-11-05 05:59:31+00:00,18
1080,2021-11-05 05:59:40+00:00,19
1079,2021-11-05 05:59:44+00:00,20
1078,2021-11-05 05:59:48+00:00,19
1077,2021-11-05 05:59:53+00:00,19
1076,2021-11-05 05:59:56+00:00,19
1075,2021-11-05 06:00:10+00:00,13
1074,2021-11-05 06:00:24+00:00,9
1073,2021-11-05 06:00:25+00:00,10
1072,2021-11-05 06:00:27+00:00,10
1071,2021-11-05 06:00:34+00:00,10
1070,2021-11-05 06:00:38+00:00,11
1069,2021-11-05 06:00:40+00:00,12
1068,2021-11-05 06:00:43+00:00,12
1067,2021-11-05 06:00:51+00:00,11
1066,2021-11-05 06:00:52+00:00,12
1065,2021-11-05 06:00:53+00:00,13
1064,2021-11-05 06:00:57+00:00,12
1063,2021-11-05 06:01:08+00:00,13
1062,2021-11-05 06:01:13+00:00,13
1061,2021-11-05 06:01:15+00:00,15
1060,2021-11-05 06:01:23+00:00,17
1059,2021-11-05 06:01:24+00:00,18
1058,2021-11-05 06:01:25+00:00,18
1057,2021-11-05 06:01:29+00:00,18
1056,2021-11-05 06:01:37+00:00,18
1055,2021-11-05 06:01:41+00:00,17
1054,2021-11-05 06:01:50+00:00,17
1053,2021-11-05 06:01:51+00:00,18
1052,2021-11-05 06:01:58+00:00,15
1051,2021-11-05 06:02:01+00:00,16
1050,2021-11-05 06:02:14+00:00,14
1049,2021-11-05 06:02:21+00:00,13
1048,2021-11-05 06:02:25+00:00,12
1047,2021-11-05 06:02:34+00:00,11
1046,2021-11-05 06:02:38+00:00,11
1045,2021-11-05 06:02:44+00:00,11
1044,2021-11-05 06:02:49+00:00,12
1043,2021-11-05 06:02:55+00:00,12
1042,2021-11-05 06:02:59+00:00,12
1041,2021-11-05 06:03:03+00:00,12
1040,2021-11-05 06:03:04+00:00,13
1039,2021-11-05 06:03:05+00:00,14
1038,2021-11-05 06:03:10+00:00,15
1037,2021-11-05 06:03:13+00:00,16
1036,2021-11-05 06:03:25+00:00,15
1035,2021-11-05 06:03:29+00:00,14
1034,2021-11-05 06:03:30+00:00,15
1033,2021-11-05 06:03:31+00:00,16
1032,2021-11-05 06:03:47+00:00,14
1031,2021-11-05 06:03:54+00:00,13
1030,2021-11-05 06:03:58+00:00,13
1029,2021-11-05 06:04:02+00:00,13
1028,2021-11-05 06:04:03+00:00,14
1027,2021-11-05 06:04:09+00:00,13
1026,2021-11-05 06:04:16+00:00,12
1025,2021-11-05 06:04:17+00:00,13
1024,2021-11-05 06:04:25+00:00,14
1023,2021-11-05 06:04:28+00:00,14
1022,2021-11-05 06:04:29+00:00,16
1021,2021-11-05 06:04:31+00:00,15
1020,2021-11-05 06:04:37+00:00,15
1019,2021-11-05 06:04:42+00:00,16
1018,2021-11-05 06:04:48+00:00,16
