tweet_created_at,tweet_id,tweet_text,tweet_source,tweet_retweet_count,tweet_favorite_count,tweet_created_date
2021-11-01 22:16:15+00:00,1.46E+18,"Happy #AnimalCrossing Update Week! There's a bunch of new features to look forward to with the Version 2.0 update,… https://t.co/SI6r20teC0",Twitter Web App,33,155,11/1/2021
2021-10-31 23:40:43+00:00,1.45E+18,Happy Halloween!!👻🎃 #AnimalCrossing #halloween2021 https://t.co/eXaqGvbZlu,Twitter Web App,32,153,10/31/2021
2021-11-01 01:23:17+00:00,1.45E+18,"Happy Halloween from the entire Mamabito family!!

#Halloween #halloween2021 #AnimalCrossing https://t.co/09qSjRSmYZ",Twitter Web App,32,124,11/1/2021
2021-11-02 13:50:34+00:00,1.46E+18,"tiramisu lake is finally complete !! 🌱🤎

— #acnh #animalcrossing 🐾 https://t.co/umHICbLCp0",Twitter for iPhone,32,198,11/2/2021
2021-11-01 14:04:45+00:00,1.46E+18,"mornings on halliwell..🌾
✨da is coming super soon✨

#animalcrossing #acnhinspo #acnhdesign #acnh https://t.co/AN0zVRw7T1",Twitter for iPhone,32,399,11/1/2021
2021-11-05 16:38:59+00:00,1.46E+18,This is my first thought when I see this gyroid #ACNH #AnimalCrossing https://t.co/IcDlNyOk3I,Twitter for iPhone,32,175,11/5/2021
2021-10-31 10:30:33+00:00,1.45E+18,"happy halloween from daisy dale 🎃 who’s ready for trick or treat?

#animalcrossing https://t.co/cqb0tOicXD",Twitter for iPhone,31,435,10/31/2021
2021-10-31 16:41:13+00:00,1.45E+18,Happy Halloween everyone 👻🎃 #ACNH #AnimalCrossing #AnimalCrossingNewHorizons https://t.co/dCL5nBkMrV,Twitter for iPhone,31,450,10/31/2021
2021-11-02 12:14:31+00:00,1.46E+18,"Taking my time on this island🍃
#acnh #animalcrossing https://t.co/3pcefLDd2c",Twitter for iPhone,31,578,11/2/2021
2021-11-05 21:22:20+00:00,1.46E+18,I made pancakes for everybody! #AnimalCrossing #ACNH #NintendoSwitch https://t.co/oT8fL1WGMJ,Nintendo Switch Share,31,349,11/5/2021
2021-11-02 20:20:32+00:00,1.46E+18,"let’s go to the beach 🐚

#animalcrossing #acnh #acnhdesign #acnhinspo https://t.co/J1uX2nh1Tl",Twitter for iPhone,31,238,11/2/2021
2021-11-03 00:17:17+00:00,1.46E+18,Yukas Riverside Home #AnimalCrossingNewHorizons #AnimalCrossing #ACNHDesign #ACNH https://t.co/PysxcbyypU,Twitter for iPhone,31,319,11/3/2021
2021-11-04 21:53:59+00:00,1.46E+18,Heres something I didn't notice since I didn't have them before is that all the robot villagers eyes glow with ligh… https://t.co/4O5jya6FH7,Twitter Web App,31,120,11/4/2021
2021-11-05 03:02:15+00:00,1.46E+18,May I interest you in a living room upgrade since Cally walked in unprompted with DIYs and unidentified fossils eve… https://t.co/RcZIQW8SAM,LaterMedia,30,248,11/5/2021
2021-10-30 20:09:31+00:00,1.45E+18,"Able’s 🤍 
#acnh #animalcrossing #acnhinspo https://t.co/OvRJXWyq0i",Twitter for iPhone,30,502,10/30/2021
2021-11-04 23:48:55+00:00,1.46E+18,"I really like the mossy ruins items with the vines
#AnimalCrossing #ACNH https://t.co/Buzj6WHcPe",Nintendo Switch Share,30,144,11/4/2021
2021-11-04 17:00:00+00:00,1.46E+18,I wanted to draw The Roost for the update! I simplified it a bit. #AnimalCrossingNewHorizons #AnimalCrossing https://t.co/mFJ631kHMz,Twitter Web App,30,101,11/4/2021
2021-11-04 14:29:53+00:00,1.46E+18,"Harvest season 🚜🌾
#AnimalCrossing #ACNH https://t.co/ael8nlYJX6",Twitter for Android,29,145,11/4/2021
2021-11-05 10:32:02+00:00,1.46E+18,"I have compiled every new nook miles item !! This makes it easy to share with your friend which item you have !
The… https://t.co/qWjSKklExi",Twitter Web App,29,73,11/5/2021
2021-11-04 21:07:40+00:00,1.46E+18,Absolutely loving the new first-person camera option #AnimalCrossing #ACNH #NintendoSwitch https://t.co/Jxi6rvOtZS,Nintendo Switch Share,29,643,11/4/2021
2021-10-30 17:53:02+00:00,1.45E+18,"grape juice 🐹🍷
#animalcrossing #acnh https://t.co/2Q9VLbZSdO",Twitter Web App,29,70,10/30/2021
2021-11-04 22:02:49+00:00,1.46E+18,EvaNatsu but in ACNH :D #AnimalCrossing #ACNH #NintendoSwitch https://t.co/QeiIf9X3kx,Nintendo Switch Share,28,108,11/4/2021
2021-10-31 23:22:39+00:00,1.45E+18,"⛩️In love with my Okami costume 🍂🐺

#cosplay #Halloween #AnimalCrossing https://t.co/tzf4ItrB7N",Twitter for Android,28,155,10/31/2021
2021-11-04 18:21:19+00:00,1.46E+18,Villagers can now hold you hostage #AnimalCrossing #ACNH https://t.co/yTBvhdzNTk,Nintendo Switch Share,28,234,11/4/2021
2021-11-05 17:12:00+00:00,1.46E+18,"wait a minute...

#AnimalCrossing #ACNH #NintendoSwitch https://t.co/WuiuQeYfav",Nintendo Switch Share,28,150,11/5/2021
2021-11-02 12:30:30+00:00,1.46E+18,"Hey #PitchYaGame and #indiedev
What if #AnimalCrossing was a #Zelda-like?🦝

Become the Racoonie and embark on a mag… https://t.co/E4aH3wzpUR",Twitter Web App,28,80,11/2/2021
2021-10-31 02:56:15+00:00,1.45E+18,"""𝚠𝚊𝚗𝚗𝚊 𝚝𝚊𝚔𝚎 𝚊 𝚜𝚎𝚕𝚏𝚒𝚎 𝚠𝚒𝚝𝚑 𝚖𝚎? 🐰📷"" 

genderbend sasha! he got honey senpai energy lol💕 #ACNH #AnimalCrossing https://t.co/7lZAvaAHXn",Twitter for iPad,27,150,10/31/2021
2021-10-31 21:41:58+00:00,1.45E+18,"My friend @naydinfar and I went trick-or-treating 🎃

#AnimalCrossing https://t.co/2S59cScb3R",Twitter for iPhone,27,467,10/31/2021
2021-11-04 23:04:31+00:00,1.46E+18,Sasha is here to take his ninth selfie of the day. Get in close! 💚 #AnimalCrossing #ACNH https://t.co/UgTmkE0MDZ,Twitter Web App,27,78,11/4/2021
2021-11-05 23:53:05+00:00,1.46E+18,The night owl ordinance is hardly worth it when it only gives you one extra hour (vs. three in New Leaf).… https://t.co/1s3DxChwZ5,Twitter Web App,27,228,11/5/2021
2021-10-31 20:46:45+00:00,1.45E+18,She's ready for Halloween. #AnimalCrossing #ACNH #NintendoSwitch https://t.co/wSHXKUiE3s,Nintendo Switch Share,27,109,10/31/2021
2021-11-02 18:32:10+00:00,1.46E+18,"Have more Sasha 
#AnimalCrossingNewHorizons 
#ACNH #AnimalCrossing https://t.co/iDWvECho0P",Twitter for iPhone,27,78,11/2/2021
2021-11-01 22:43:54+00:00,1.46E+18,"Piano no mori through the seasons 🤍 #ACNH #ACNHdesign #animalcrossing  
#どうぶつの森 https://t.co/cAfBOJOO5U",Twitter for iPhone,26,86,11/1/2021
2021-11-05 20:22:54+00:00,1.46E+18,"""don't worry dom, i'm an expert photographer!"" 

#drawdogs #AnimalCrossing #ACNH https://t.co/YW7mJu59hP",TweetDeck,26,84,11/5/2021
2021-11-04 20:33:34+00:00,1.46E+18,"Happy Animal Crossing update day!

#ACNH #AnimalCrossingNewHorizons #AnimalCrossing https://t.co/7oBVnRJrn6",Twitter for iPhone,26,136,11/4/2021
2021-10-30 03:10:02+00:00,1.45E+18,"🍂 a little overview 🍂

#AnimalCrossingNewHorizons #AnimalCrossing https://t.co/K0KbkRB1mt",Twitter for Android,26,202,10/30/2021
2021-10-31 23:45:53+00:00,1.45E+18,🎃 Happy Halloween 👻🤠 #AnimalCrossing https://t.co/fji8GaBbKB,Twitter for iPhone,26,671,10/31/2021
2021-10-30 14:15:03+00:00,1.45E+18,"Animal Crossing: New Horizons: Halloween Event Guide - How To Get Candy, Lollipops And Prizes From Jack… https://t.co/gM6CgnNmeg",Nlife CMS,25,204,10/30/2021
2021-11-01 03:47:28+00:00,1.46E+18,"#America - you're standing in it

#Esports #Women #Zelda #100DaysOfCode #Streamergirl #USA #RealEstate #BTC… https://t.co/EycLLWeO7s",Twitter Web App,25,10,11/1/2021
2021-10-30 16:00:28+00:00,1.45E+18,"˗ˏˋ 2k followers giveaway ˎˊ˗

three winners will receive a pocket full of bells + 30nmt! 🤍

— follow me… https://t.co/qIeMNOBzLz",Twitter for iPhone,25,32,10/30/2021
2021-11-05 03:24:36+00:00,1.46E+18,"📢 PSA FOR ACTWT 📢
Please guys, go easy on TI owners. A lot of them have lives like the rest of us and they also des… https://t.co/UUqOlHBbwn",Twitter Web App,25,51,11/5/2021
2021-11-04 18:28:52+00:00,1.46E+18,So if you have cockroaches your villagers scream and leave omg #AnimalCrossing #ACNH #NintendoSwitch https://t.co/NhyItoybRv,Nintendo Switch Share,24,187,11/4/2021
2021-11-04 17:28:34+00:00,1.46E+18,sasha's house #AnimalCrossing #ACNH #NintendoSwitch https://t.co/z5ISl1muDU,Nintendo Switch Share,24,155,11/4/2021
2021-10-31 11:39:11+00:00,1.45E+18,"🧟‍♀️👻 HALLOWEEN GIVEAWAY 👻🧟‍♀️

Win an inventory full of spooky items and DIYs! To enter: 

👻 Follow me &amp;… https://t.co/VXnCn4ed5j",Twitter for iPhone,24,29,10/31/2021
2021-11-05 17:06:25+00:00,1.46E+18,"Double double toil and trouble, fire burn and cauldron bubble ✨
#ACNH #AnimalCrossing https://t.co/ZwomHZqEKB",Twitter for iPhone,24,218,11/5/2021
2021-11-02 14:02:27+00:00,1.46E+18,"lol @ teddy working out in the back 

Preset is ""Earl Gray"" by me - link in bio to download!

#ACNH #ACNHDesign… https://t.co/TPjyf2uV7r",Twitter Web App,24,229,11/2/2021
2021-10-31 20:00:00+00:00,1.45E+18,Happy Halloween! Hm...I can't help but notice there's something strange about this new resident... 🔪🔪🔪 #acnh… https://t.co/oWWtH8QbkN,Twitter Web App,24,89,10/31/2021
2021-11-01 16:23:07+00:00,1.46E+18,"I'm thrilled to have partnered with friends for a giveaway!! 3 lucky people will win:
- Happy Home Paradise DLC✨
-… https://t.co/WBS4MMEl04",Twitter Web App,24,82,11/1/2021
2021-11-04 16:25:48+00:00,1.46E+18,ok but why is nobody talking about THIS hairstyle ??? #AnimalCrossing #ACNH #NintendoSwitch… https://t.co/WupwxXLBVI,Twitter for iPhone,24,260,11/4/2021
2021-11-04 23:51:50+00:00,1.46E+18,"New look thanks to the help of a few friends~

 #AnimalCrossing #ACNH https://t.co/G5I8IZwa8T",Nintendo Switch Share,24,235,11/4/2021
2021-11-05 20:15:08+00:00,1.46E+18,"OMG coffee with Gracie 🤎

#ACNH #AnimalCrossing #AnimalCrossingNewHorizons https://t.co/GenRiuKaj1",Twitter for Android,23,276,11/5/2021
2021-10-30 09:40:05+00:00,1.45E+18,"🖤Ankha from Animal Crossing 🖤

Just let's think that it's Cleopatra, haha
Because some sensitive people blew up my… https://t.co/xnwIXO8Qmb",Twitter Web App,23,410,10/30/2021
2021-11-01 20:47:43+00:00,1.46E+18,"wip of one of my favorite spots on my island so far 🌷

#acnh #animalcrossing #どうぶつの森 https://t.co/bhEgXVXGcH",Twitter for iPhone,23,280,11/1/2021
2021-11-04 22:44:50+00:00,1.46E+18,"cutest coffee date with some of my favorite people ☕️🤍

♡ — #acnh #animalcrossing  #どうぶつの森 https://t.co/c7xyfPlVF1",Twitter for iPad,23,329,11/4/2021
2021-11-05 00:29:59+00:00,1.46E+18,"his little chocolate!!!!
#AnimalCrossing #ACNH #NintendoSwitch https://t.co/hEsVeAmlR7",Nintendo Switch Share,23,238,11/5/2021
2021-11-05 01:56:13+00:00,1.46E+18,Now that Happy Home Paradise is out... #AnimalCrossing #ACNH #HHP https://t.co/AQumed0Mk5,Twitter for Android,23,157,11/5/2021
2021-11-02 20:16:40+00:00,1.46E+18,"✨🍑Free-to-use: Animal Crossing Inspired Overlays!🍑✨

🌷 Comes in 3 styles: Wave, Picnic &amp; Beach!
🌷 Credit is much ap… https://t.co/XHr372Lv9M",Twitter Web App,23,76,11/2/2021
2021-10-31 23:46:20+00:00,1.45E+18,"Happy Halloween! 🎃👻

#acnh #animalcrossing #AnimalCrossingNewHorizons #acnhhalloween #acnhmods https://t.co/RWppz2Qd4X",Twitter for iPhone,23,119,10/31/2021
2021-11-04 13:30:00+00:00,1.46E+18,"Island Rep quick doodle !☕️

#AnimalCrossing #ACNH #TheRoost #AnimalCrossingNewHorizons https://t.co/EHFfNsJ7eV",Twitter Web App,22,136,11/4/2021
2021-11-01 15:59:05+00:00,1.46E+18,"✨ Giveaway ✨

4 million bells! 🤑

To enter:
Follow me
Like and retweet this post

4 winners!

Ends Friday 5/11 🥳… https://t.co/iEFU3Y0evC",Twitter for iPhone,22,20,11/1/2021
2021-11-04 16:01:21+00:00,1.46E+18,Who's C+ now? #AnimalCrossing #ACNH #NintendoSwitch https://t.co/53l4iKlDIk,Nintendo Switch Share,22,139,11/4/2021
2021-10-31 23:47:12+00:00,1.45E+18,WOUGH #AnimalCrossing #ACNH #NintendoSwitch https://t.co/bwwufjuwSF,Nintendo Switch Share,22,170,10/31/2021
2021-11-01 22:46:46+00:00,1.46E+18,"Tent life 👌🏻

I’ve been wanting to terraform baby residents service ever since I saw @rawancrossing do it! 

Discla… https://t.co/0qtrdQaWCW",Twitter for iPhone,22,172,11/1/2021
2021-10-30 21:35:33+00:00,1.45E+18,"Post a selfie and a picture of an #AnimalCrossing villager who shares the birthday as you.

I'll start — February 1… https://t.co/WipuwvivqX",Twitter for Android,22,40,10/30/2021
2021-11-05 23:07:23+00:00,1.46E+18,LOOK AT HIM GOOO #AnimalCrossing #ACNH #NintendoSwitch https://t.co/uDKRYftIb7,Nintendo Switch Share,22,66,11/5/2021
2021-10-30 05:49:20+00:00,1.45E+18,"Trans masc gnc bunny club!!

#AnimalCrossing #artistontwittter https://t.co/aQPfl4sUsR",Twitter for iPad,21,55,10/30/2021
2021-10-30 14:00:12+00:00,1.45E+18,"Ready for #Halloween! 🎃🕯️💀

@animalcrossing @NintendoEurope @NintendoAmerica #SubwaySurfers #Animalcrossing 📱🎮 https://t.co/qtTcMvvuK9",Falcon Social Media Management ,21,221,10/30/2021
2021-11-05 23:39:08+00:00,1.46E+18,Colette can finally get her hot coffee! (Or is it cold??)  #AnimalCrossing #ACNH #NintendoSwitch https://t.co/dLFlF0LzKd,Nintendo Switch Share,21,46,11/5/2021
2021-11-03 01:05:02+00:00,1.46E+18,Pokémon My Nintendo Physical Rewards Are 'Coming Soon' To North America https://t.co/mGy7pednYl #Repost #MyNintendo… https://t.co/E7IHjYDrOx,Nlife CMS,21,142,11/3/2021
2021-11-04 13:30:00+00:00,1.46E+18,"Island Rep quick doodle !☕️

#AnimalCrossing #ACNH #TheRoost #AnimalCrossingNewHorizons https://t.co/EHFfNsJ7eV",Twitter Web App,21,127,11/4/2021
2021-10-31 19:25:48+00:00,1.45E+18,"Happy Halloween, everyone! The island festivities start at 5 PM and will run through midnight on the island tonight… https://t.co/ai5cjt3tvD",Twitter for iPhone,21,344,10/31/2021
2021-11-02 09:59:07+00:00,1.46E+18,"Elite Lion as Animal Crossing villager 
#RainbowSixSiege #r6s #R6Community #AnimalCrossing… https://t.co/gUnVTkBSTG",Twitter for Android,21,88,11/2/2021
2021-11-04 23:46:14+00:00,1.46E+18,"#AnimalCrossing Happy Home Paradise DLC is being available to some countries right now. 

Me in USA: https://t.co/zlP2wz4gzE",Twitter for iPhone,21,239,11/4/2021
2021-11-05 03:09:38+00:00,1.46E+18,"who needs bells? :D
 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/gkBW0vZ3w3",Nintendo Switch Share,20,393,11/5/2021
2021-11-05 18:42:36+00:00,1.46E+18,"The Kingdom of Hyrule⚔️
•
•
•
#AnimalCrossing #AnimalCrossingNewHorizons #animalcrossingDLC #AnimalCrossingDesigns… https://t.co/4TZ0dzr1dI",Twitter for iPhone,20,71,11/5/2021
2021-10-31 01:00:54+00:00,1.45E+18,My version of a Sasha personification. #AnimalCrossing #ACNH https://t.co/lW0klqNoyj,Twitter Web App,20,121,10/31/2021
2021-11-05 10:29:14+00:00,1.46E+18,"DLC is here, I'm off to work 💼

#ACNHhappyhomeparadise 
#AnimalCrossing
#AnimalCrossingupdate 
#acnhmemes 
#ACNH https://t.co/RhJPltSEmq",Twitter for Android,20,87,11/5/2021
2021-11-02 01:44:08+00:00,1.46E+18,"#Republicans - now what?

#Esports #Women #Zelda #100DaysOfCode #Streamergirl #USA #RealEstate #BTC #cosplay… https://t.co/YIhdItP5m1",Twitter Web App,20,13,11/2/2021
2021-11-02 14:09:40+00:00,1.46E+18,"I drew some ocs as animal crossing characters 
🐶🐯🐦🐺🦌

#AnimalCrossing #ACNH https://t.co/38kJpQ5Tif",Twitter Web App,20,141,11/2/2021
2021-11-05 05:39:28+00:00,1.46E+18,THEY TEARING KK METAL UP #AnimalCrossing #ACNH #NintendoSwitch https://t.co/J1OShTR9eD,Nintendo Switch Share,20,115,11/5/2021
2021-11-04 17:14:52+00:00,1.46E+18,"Visit my Animal Crossing ISLAND
#ACNH #ACNHUpdate #AnimalCrossing #PowerRangers https://t.co/3XVXUXx8TR",Twitter Web App,20,101,11/4/2021
2021-10-30 11:16:57+00:00,1.45E+18,"anyone else just constantly thinking about update day!? 💭 
reminder to put yourself first today, and always protect… https://t.co/e6RpGVlDMH",Twitter for iPhone,20,216,10/30/2021
2021-11-04 20:26:22+00:00,1.46E+18,"Here’s a guide to all the new vendors, what they can do for you, and how to get them!! #animalcrossing… https://t.co/J6NOSNvEKH",Twitter for iPhone,20,114,11/4/2021
2021-11-04 16:17:27+00:00,1.46E+18,with the new braid i can really make lara! #AnimalCrossing #ACNH #NintendoSwitch #laracroft #tombraider https://t.co/0UWBklSucI,Nintendo Switch Share,20,181,11/4/2021
2021-10-30 16:00:17+00:00,1.45E+18,"• 🕯A very dark attic... 🕯•

#ACNH #AnimalCrossing #AnimalCrossingNewHorizons https://t.co/6X0VGLGCID",Twitter for Android,20,165,10/30/2021
2021-10-30 06:37:46+00:00,1.45E+18,"We continue
#KazemaruIchirouta
#風丸一郎太 
#ShishidoSakichi
#宍戸佐吉
#KidouYuuto
#鬼道有人
#Inazuma_Eleven 
#AnimalCrossing https://t.co/ymwOjOGKPI",Twitter for Android,19,60,10/30/2021
2021-11-05 03:20:50+00:00,1.46E+18,"Ladies and gentlemen...I present to you...
My Castle!!!
 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/VvUR150WDL",Nintendo Switch Share,19,103,11/5/2021
2021-11-01 12:25:16+00:00,1.46E+18,"Here's a video of the character creation. All options are not gender locked💚

(More colors and styles will be added… https://t.co/XvFADQWQiA",Twitter Web App,19,111,11/1/2021
2021-11-05 01:09:23+00:00,1.46E+18,"Can someone win me these plushies? :3

#AnimalCrossing #ACNH https://t.co/2BlnQVqL7o",Nintendo Switch Share,19,116,11/5/2021
2021-11-02 00:28:48+00:00,1.46E+18,"Hiii new friends! To celebrate 100 followers, we'll be doing a free trip to a TI! 🥰

To enter:
⋆ Follow… https://t.co/mo9MRjmIbf",Twitter Web App,19,19,11/2/2021
2021-11-02 02:33:43+00:00,1.46E+18,"It took days to make this but finally it's done. 

Lets rise up froggy army with @froggycrossing and her praising f… https://t.co/GRO6PfwqTW",Twitter Web App,19,266,11/2/2021
2021-11-04 19:21:43+00:00,1.46E+18,to say that iam simply enjoying the animal crossing update is an understatement #AnimalCrossing #ACNH… https://t.co/evaH9OaqSz,Nintendo Switch Share,19,308,11/4/2021
2021-10-31 20:47:13+00:00,1.45E+18,"🎃Year of Nintendo Switch Live Giveaway!🎃
Follow the link.
🔴
https://t.co/kTjTym7JqJ
🔵
#pumpkin #acnh #ankha… https://t.co/4fO2HdfhkW",Twitter for Android,19,317,10/31/2021
2021-11-05 03:07:16+00:00,1.46E+18,STOP IT'S CANON THESE ARE FLICK'S AND CJ'S DADS!!! #AnimalCrossing #ACNH #NintendoSwitch https://t.co/2rQ7gNkQ3A,Nintendo Switch Share,19,136,11/5/2021
2021-11-05 23:41:14+00:00,1.46E+18,gaming #AnimalCrossing #ACNH #NintendoSwitch https://t.co/aTqoBbCAAM,Nintendo Switch Share,18,98,11/5/2021
2021-11-02 22:10:13+00:00,1.46E+18,This is me. #AnimalCrossing https://t.co/TuYv79Y6IK,Twitter for iPhone,18,123,11/2/2021
2021-10-30 17:23:00+00:00,1.45E+18,"let's go watch the puppet show 🌼

#AnimalCrossing #ACNH #ACNHDesign #AnimalCrossingDesigns #NintendoSwitch… https://t.co/JIo2flPj2S",Twitter Web App,18,135,10/30/2021
2021-11-05 17:51:10+00:00,1.46E+18,After a year and a half the #FreeIsabelle movement have finally achieved their goal. I'm in tears #FreeIsabelle… https://t.co/WTb7msZ1r4,Nintendo Switch Share,18,237,11/5/2021
2021-10-31 16:00:48+00:00,1.45E+18,"The canyon butcher is ready for tonight 🪓
•
🎃 Happy Halloween everyone 🎃
•
#ACNH #AnimalCrossing… https://t.co/ZmV6KeXih2",Twitter for Android,18,105,10/31/2021
2021-11-02 18:44:03+00:00,1.46E+18,"my cottage in the woods 🧺

— #acnh #animalcrossing https://t.co/Mh9PjBRUaj",Twitter for iPhone,18,172,11/2/2021
2021-11-05 21:05:23+00:00,1.46E+18,"Are ya winning,son? #AnimalCrossing #ACNH #NintendoSwitch https://t.co/VeJLekZFqv",Nintendo Switch Share,18,80,11/5/2021
2021-11-03 00:42:00+00:00,1.46E+18,"#huevember2021 Day 2
Isabelle from Animal Crossing

#AnimalCrossing #Isabelle https://t.co/YW5cK3ZBSz",Twitter Web App,18,60,11/3/2021
2021-10-31 16:13:55+00:00,1.45E+18,"happy halloween! 🎃 what are you going to dress up as?

#AnimalCrossing #ACNH #ACNHDesign #AnimalCrossingDesigns… https://t.co/wKI6mZKoOK",Twitter Web App,18,283,10/31/2021
2021-10-31 21:26:13+00:00,1.45E+18,"#AnimalCrossing #ACNH
""I'm the only cat on this island, silly."" https://t.co/k8Um9dTMlK",Twitter for Android,18,111,10/31/2021
2021-11-05 21:49:34+00:00,1.46E+18,"That seals it, Gyroids are my one true obsession in #AnimalCrossing: New Horizons https://t.co/ObgHKN5UJC https://t.co/YB3hFZeb8J",dlvr.it,18,144,11/5/2021
2021-11-02 21:57:42+00:00,1.46E+18,"chickpea’s flyover 🤍🪵🍃 
#acnh #animalcrossing https://t.co/gXkYIhVB1z",Twitter for iPhone,18,192,11/2/2021
2021-11-04 14:02:00+00:00,1.46E+18,"The village of Halliwell requests your magical presence…🍂🤎🌾
Welcome to Halliwell, a vintage, foresty village town i… https://t.co/gumVn3YS9K",Twitter for iPhone,18,92,11/4/2021
2021-11-02 01:59:06+00:00,1.46E+18,"'Sport?'

#NuptotheCup #Esports #Women #Zelda #100DaysOfCode #USA #RealEstate #BTC #cosplay #AnimalCrossing… https://t.co/QBm7sV0it6",Twitter Web App,18,7,11/2/2021
2021-10-31 19:51:28+00:00,1.45E+18,"October 31st 🎃 vs November 1st.🎄
#AnimalCrossing https://t.co/IdBSDD0T5m",Twitter for iPhone,18,76,10/31/2021
2021-11-05 02:55:38+00:00,1.46E+18,"the heck is that??

 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/NJDRn4hhdM",Nintendo Switch Share,18,491,11/5/2021
2021-10-31 13:26:04+00:00,1.45E+18,Happy Halloween! 🎃🍭 #nintendo #halloween2021 #AnimalCrossingNewHorizons #animalcrossing @acuteleaf @animalcrossing… https://t.co/PYhnOrnD8j,Twitter for iPhone,18,105,10/31/2021
2021-11-04 18:13:40+00:00,1.46E+18,LMAOOO THIS IS ADORABLE #AnimalCrossing #ACNH #NintendoSwitch https://t.co/uUBhqqooQo,Nintendo Switch Share,17,202,11/4/2021
2021-10-30 19:05:47+00:00,1.45E+18,Finally finished my red herringbone stone path with borders (ty for the border suggestion @mirinstinks and the colo… https://t.co/mye5fF2SX4,Twitter Web App,17,63,10/30/2021
2021-11-05 00:11:03+00:00,1.46E+18,"GIRL I WAS TRYNA KILL IT, I-

#AnimalCrossing #ACNH #NintendoSwitch https://t.co/N9zHO5VhoW",Nintendo Switch Share,17,103,11/5/2021
2021-11-04 14:02:00+00:00,1.46E+18,"The village of Halliwell requests your magical presence…🍂🤎🌾
Welcome to Halliwell, a vintage, foresty village town i… https://t.co/gumVn3YS9K",Twitter for iPhone,17,83,11/4/2021
2021-11-04 19:11:45+00:00,1.46E+18,yOu WaNnA sElL yOuR tUrNiPs FoR 53 bElLs A pOp? #AnimalCrossing #ACNH #NintendoSwitch https://t.co/EvnzMXzqbk,Nintendo Switch Share,17,100,11/4/2021
2021-11-05 22:00:00+00:00,1.46E+18,"i can’t get over the new camera angles🌱🌾

#acnh #animalcrossing #acnhinspo https://t.co/f31rfWJc65",Twitter for iPhone,17,217,11/5/2021
2021-11-05 22:55:07+00:00,1.46E+18,"Speed dating ☕🌺
#AnimalCrossing #ACNH https://t.co/i2CXvhMdDL",Twitter for Android,17,187,11/5/2021
2021-11-05 13:35:20+00:00,1.46E+18,Niko is like really cute #AnimalCrossing #ACNH #NintendoSwitch https://t.co/VRg6zvEGpk,Nintendo Switch Share,17,83,11/5/2021
2021-10-30 11:45:52+00:00,1.45E+18,"Paradise 💖☁️✨

Thank you all so much for the love on my previous illustration, but I had to correct Sasha's gender… https://t.co/bLO0EentLB",Twitter for Android,17,64,10/30/2021
2021-10-31 22:34:32+00:00,1.45E+18,"""Back 2 Back, Camel by Camel""
#BlazeTheCat #Ankha #SonicTheHedgehog #AnimalCrossing

Happy Halloween!!! https://t.co/MeJIL6T3mm",Twitter Web App,17,56,10/31/2021
2021-10-31 06:28:46+00:00,1.45E+18,"Camp with you🏕🪵
#acpc #AnimalCrossing #PocketCamp #ACPCgallery #ポケ森 #ポケ森ニンドリ #ポケ森レイアウト https://t.co/9OIz75PFKU",Twitter for iPhone,17,219,10/31/2021
2021-10-31 04:17:29+00:00,1.45E+18,"🎶 Here comes the BOY 🎶
#AnimalCrossing #ACNH https://t.co/O0RcbpHIlB",Twitter for iPad,17,305,10/31/2021
2021-11-02 21:23:49+00:00,1.46E+18,"Officially ready for the new crops. :)
 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/S2gBEYp93E",Nintendo Switch Share,17,353,11/2/2021
2021-10-30 18:12:53+00:00,1.45E+18,"I love the fog in this game🧡😍

#ACNHDesign #ACNH #AnimalCrossingNewHorizons #AnimalCrossing https://t.co/dwFpglOSZj",Twitter for iPhone,17,197,10/30/2021
2021-10-31 17:35:35+00:00,1.45E+18,(1/2) Mint is my absolute favorite clothing designer and i can't rave about their designs enough! #AnimalCrossing… https://t.co/PWbRPDzDpK,Nintendo Switch Share,17,113,10/31/2021
2021-10-31 03:37:52+00:00,1.45E+18,"Here’s the DA for Gardenia 1.0 btw 🍃💚 

#AnimalCrossing #AnimalCrossingNewHorizons #acnh #dreamaddress https://t.co/szCWv4wVHS",Twitter for iPhone,17,111,10/31/2021
2021-11-05 10:30:02+00:00,1.46E+18,"Animal Crossing's Happy Home Paradise DLC Has Bugs, Nintendo Offers Advice On Avoiding Them https://t.co/mbRPI3nABI… https://t.co/clAlCk2EM6",Nlife CMS,17,72,11/5/2021
2021-10-31 17:09:05+00:00,1.45E+18,"trick or treat!

 #AnimalCrossing #ACNH #NintendoSwitch https://t.co/wlhEDKuHaY",Nintendo Switch Share,17,702,10/31/2021
2021-11-05 11:53:57+00:00,1.46E+18,"🔥🔥 Johnny Hallyday - Allumer le feu 🔥🔥

#ACNH #AnimalCrossing https://t.co/TXOL2yliC0",Twitter for iPhone,16,74,11/5/2021
2021-11-05 03:16:56+00:00,1.46E+18,"Windmills at the lavender farm 💜

Love the new nook mile items! As soon as I saw these beauties I knew I had to rep… https://t.co/gS2YtiS3CR",Twitter for iPhone,16,145,11/5/2021
